,Time (Seconds),W,X,Y,Z,roll rad,pitch rad,yaw rad,roll deg std dev,pitch deg std dev,yaw deg std dev,roll deg,pitch deg,yaw deg,omega_x deg,omega_y deg,omega_z deg,omega_x rad,omega_y rad,omega_z rad
0,0.0,0.9383275,-0.00662375,-0.34551925,0.01068125,-0.005021405627885902,0.02462551900733703,-1.4110682226733466,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28770534970110134,1.4109383074396002,-80.84825376420902,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1,0.9383334999999999,-0.0066135,-0.34550525,0.01062625,-0.005040546226439739,0.024515128857035134,-1.4110078234696117,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28880202521559045,1.404613417727487,-80.84479314474906,-0.010118464800208475,-0.06307371266602214,0.034914164256372685,-0.0001766005260107881,-0.001100843957478937,0.000609367121855821
2,0.2,0.938345,-0.006632,-0.34547375,0.01061475,-0.005084044961023934,0.02450615450856682,-1.4108724209060488,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.29129431912142456,1.4040992254363727,-80.83703514932165,-0.02302194299983907,-0.004747556610186246,0.07758179939012946,-0.00040180870555365215,-8.286049427257095e-05,0.001354057838979488
3,0.3,0.9383505000000001,-0.00658775,-0.34545849999999995,0.01065725,-0.004972004624410885,0.024555270486349305,-1.4108102065139443,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28487488069827177,1.4069133636699676,-80.8334705272291,0.06506959886855765,0.028318213513091852,0.03549511584459875,0.0011356787432083078,0.0004942460640862032,0.0006195066398650562
4,0.4,0.93836175,-0.00661075,-0.34542799999999996,0.01063,-0.005034808733862289,0.024519846731352313,-1.410678493366095,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28847329110591485,1.4048837320141345,-80.82592391975093,-0.03413387290259769,-0.019916217876321175,0.0755446213761596,-0.0005957484686076034,-0.0003476035764863573,0.0013185023751864746
5,0.5,0.93835675,-0.00659975,-0.345441,0.01065425,-0.004997061368042319,0.024557834347173835,-1.4107348992623263,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28631052635669424,1.407060262074472,-80.82915573954465,0.020834062313328273,0.02160358220654631,-0.032416811790569475,0.00036362298393324485,0.0003770536397294948,-0.0005657800987447559
6,0.6,0.93836875,-0.00658475,-0.34540825000000003,0.010689750000000001,-0.004945233152716816,0.02461393665338921,-1.4105969557988194,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28334098835884763,1.4102746874415635,-80.82125216127429,0.03164056529964924,0.03253459101126864,0.07885191585137769,0.0005522320416711454,0.0005678357339363894,0.0013762255531120484
7,0.7,0.938369,-0.0066045,-0.34540875000000004,0.01062425,-0.005027552273034866,0.02450463292950237,-1.4105965975613288,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.2880575265263015,1.4040120453777842,-80.82123163577802,-0.04716035248037475,-0.06262459754203109,0.000520047024132323,-0.0008231034271836138,-0.0010930054198447904,9.076532836307445e-06
8,0.8,0.93837675,-0.00660175,-0.34538599999999997,0.01068675,-0.004979802968717475,0.024619929347079322,-1.4105012375942867,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28532169291422926,1.4106180434979216,-80.81576791213199,0.028703365132962403,0.06633116120298128,0.05429103678098931,0.0005009682279723339,0.001157697159663146,0.000947557346149607
9,0.9,0.93838375,-0.006592,-0.34536849999999997,0.0106345,-0.0049980547596609115,0.024515020456715046,-1.4104256956491181,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28636744350384324,1.404607206846648,-80.81143967749763,-0.009396544568086126,-0.059891354109150016,0.043569224159676956,-0.0001640006410234914,-0.0010453013226825031,0.0007604264141258225
10,1.0,0.9383874999999999,-0.0066064999999999995,-0.3453575,0.010649249999999999,-0.005015373431670687,0.024552664318060375,-1.4103785333787708,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28735973031677475,1.406764041226311,-80.80873747845447,-0.009259472926520691,0.02170355648978794,0.02690533336555657,-0.00016160828956706102,0.00037879852013938264,0.00046958665357564925
11,1.1,0.9383947499999999,-0.00658975,-0.3453395,0.0106415,-0.004989757864213743,0.024526459016896988,-1.4103027246168047,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.2858920664116592,1.4052625880687797,-80.8043939563437,0.015741844418831637,-0.014797679508912384,0.0434965356066105,0.00027474701544530534,-0.0002582682290854187,0.0007591577595463023
12,1.2,0.938403,-0.006600750000000001,-0.34531700000000004,0.0106225,-0.005024119652921459,0.02449826725423936,-1.4102057489015347,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.2878608518811316,1.4036473190514631,-80.79883765714347,-0.01832679382027772,-0.015873416131620858,0.055626771016217845,-0.00031986289349799615,-0.00027704337503596554,0.0009708703064859535
13,1.3,0.93840125,-0.0066035,-0.34532050000000003,0.010633749999999999,-0.0050214156940916205,0.024521296488018277,-1.410220488666796,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.2877059264522047,1.404966796952415,-80.79968218348395,0.0013421862343179656,0.013152218408139654,-0.008508874241172287,2.3425568963792608e-05,0.00022954951516344433,-0.00014850787114659044
14,1.4,0.9384167499999999,-0.0066110000000000006,-0.34527675,0.010678,-0.005006076193498149,0.024609303912945503,-1.4100346575171059,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.2868270378083604,1.4100092509665596,-80.78903484290464,0.011408858371274809,0.05095675866625868,0.10618740454002275,0.00019912214247246306,0.0008893632148703682,0.0018533198333705717
15,1.5,0.9384244999999999,-0.0066055,-0.34525675,0.010651250000000001,-0.005014750377184389,0.02455518509710904,-1.4099490454352483,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28732403192430317,1.4069084712268844,-80.78412963193888,-0.003765578565727398,-0.03076149861031531,0.0491922013662199,-6.57217442144688e-05,-0.0005368894335976623,0.0008585658801445901
16,1.6,0.93843125,-0.00661075,-0.34523925,0.0106525,-0.005024206475430555,0.024561070561304046,-1.4098746432561262,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28786582644446956,1.4072456834857336,-80.77986670108861,-0.00437102901298978,0.003586192977030265,0.042598971121373175,-7.628884797686964e-05,6.25908750610755e-05,0.0007434923040299429
17,1.7,0.9384362500000001,-0.00659275,-0.345225,0.010644250000000001,-0.0049964765186337485,0.024533067946128955,-1.4098139345873695,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28627701695393243,1.405641251820872,-80.77638835058899,0.016741355398652194,-0.015870374433081338,0.034852768590533774,0.00029219177295300864,-0.0002769902873815978,0.0006082955653404778
18,1.8,0.9384395,-0.00660675,-0.34521650000000004,0.01066675,-0.00500745174258295,0.024584936536907284,-1.409778164523907,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.2869058509654326,1.4086131031617615,-80.77433887691967,-0.005784529069808036,0.02982073578325158,0.020339473029908305,-0.00010095907794547514,0.0005204700247850301,0.00035499077249248704
19,1.9,0.93845,-0.00660275,-0.34518799999999994,0.01066,-0.005005348336474155,0.02456934866761206,-1.4096565792275788,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28678533467279654,1.4077199840395436,-80.76737255258922,0.0029165712455337402,-0.008582497238317536,0.0696860493001702,5.090377110355573e-05,-0.00014979283485196143,0.0012162510029950602
20,2.0,0.9384555,-0.0065975,-0.3451725,0.01065375,-0.005000208776965843,0.024553901578468772,-1.4095902427218345,0.05565935532622815,0.07962671881637176,4.41442385574557,-0.28649085960441395,1.4068349310258708,-80.76357175078243,0.003877902046823546,-0.008660429548784068,0.03804034055732392,6.768215878689819e-05,-0.00015115301026328884,0.0006639291913052371
